,filmid,raiting,tittle
3509,6879.0,3.6875,Runaway Jury (2003)
3510,1948.0,3.6875,Tom Jones (1963)
3511,2993.0,3.6875,Thunderball (1965)
3512,3550.0,3.6875,"Hunger, The (1983)"
3513,26.0,3.6875,Othello (1995)
3514,929.0,3.6875,Foreign Correspondent (1940)
3515,7451.0,3.6875,Mean Girls (2004)
3516,2442.0,3.6875,Hilary and Jackie (1998)
3517,2439.0,3.6875,Affliction (1997)
3518,3950.0,3.6875,Tigerland (2000)
3519,5445.0,3.6864406779661016,Minority Report (2002)
3520,4896.0,3.6858974358974357,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)
3521,2580.0,3.6857142857142855,Go (1999)
3522,3186.0,3.685185185185185,"Girl, Interrupted (1999)"
3523,3174.0,3.6842105263157894,Man on the Moon (1999)
3524,595.0,3.684065934065934,Beauty and the Beast (1991)
3525,2474.0,3.6818181818181817,"Color of Money, The (1986)"
3526,1073.0,3.6818181818181817,Willy Wonka & the Chocolate Factory (1971)
3527,3441.0,3.6818181818181817,Red Dawn (1984)
3528,2125.0,3.6818181818181817,Ever After: A Cinderella Story (1998)
3529,81564.0,3.6818181818181817,Megamind (2010)
3530,2469.0,3.6818181818181817,Peggy Sue Got Married (1986)
3531,3296.0,3.6818181818181817,To Sir with Love (1967)
3532,3450.0,3.6818181818181817,Grumpy Old Men (1993)
3533,1028.0,3.680722891566265,Mary Poppins (1964)
3534,2144.0,3.6792452830188678,Sixteen Candles (1984)
3535,377.0,3.6791044776119404,Speed (1994)
3536,3510.0,3.6785714285714284,Frequency (2000)
3537,2058.0,3.6785714285714284,"Negotiator, The (1998)"
3538,8360.0,3.6785714285714284,Shrek 2 (2004)
3539,3535.0,3.6777777777777776,American Psycho (2000)
3540,1645.0,3.6774193548387095,"Devil's Advocate, The (1997)"
3541,348.0,3.675675675675676,Bullets Over Broadway (1994)
3542,2080.0,3.6744186046511627,Lady and the Tramp (1955)
3543,3398.0,3.6739130434782608,"Muppets Take Manhattan, The (1984)"
3544,2391.0,3.673076923076923,"Simple Plan, A (1998)"
3545,80463.0,3.6724137931034484,"Social Network, The (2010)"
3546,799.0,3.671875,"Frighteners, The (1996)"
3547,5669.0,3.671875,Bowling for Columbine (2002)
3548,11.0,3.670886075949367,"American President, The (1995)"
3549,3086.0,3.6666666666666665,March of the Wooden Soldiers (a.k.a. Babes in Toyland) (1934)
3550,7219.0,3.6666666666666665,They Drive by Night (1940)
3551,7437.0,3.6666666666666665,Connie and Carla (2004)
3552,3073.0,3.6666666666666665,"Sandpiper, The (1965)"
3553,726.0,3.6666666666666665,Last Dance (1996)
3554,6234.0,3.6666666666666665,Equus (1977)
3555,27410.0,3.6666666666666665,Conspiracy (2001)
3556,78574.0,3.6666666666666665,Winter's Bone (2010)
3557,56012.0,3.6666666666666665,"Evening with Kevin Smith 2: Evening Harder, An (2006)"
3558,6022.0,3.6666666666666665,American Me (1992)
3559,3308.0,3.6666666666666665,"Flamingo Kid, The (1984)"
3560,32898.0,3.6666666666666665,"Trip to the Moon, A (Voyage dans la lune, Le) (1902)"
3561,6002.0,3.6666666666666665,Love Liza (2002)
3562,499.0,3.6666666666666665,Mr. Wonderful (1993)
3563,81788.0,3.6666666666666665,"Next Three Days, The (2010)"
3564,6808.0,3.6666666666666665,Where Eagles Dare (1968)
3565,3528.0,3.6666666666666665,"Prince of Tides, The (1991)"
3566,2276.0,3.6666666666666665,"Soldier's Daughter Never Cries, A (1998)"
3567,7086.0,3.6666666666666665,Pygmalion (1938)
3568,3428.0,3.6666666666666665,"Champ, The (1979)"
3569,79008.0,3.6666666666666665,South Park: Imaginationland (2008)
3570,7151.0,3.6666666666666665,Girl with a Pearl Earring (2003)
3571,7235.0,3.6666666666666665,Ichi the Killer (Koroshiya 1) (2001)
3572,3674.0,3.6666666666666665,For the Love of Benji (1977)
3573,1496.0,3.6666666666666665,Anna Karenina (1997)
3574,25927.0,3.6666666666666665,"Stranger, The (1946)"
3575,115664.0,3.6666666666666665,"Book of Life, The (2014)"
3576,2040.0,3.6666666666666665,"Computer Wore Tennis Shoes, The (1969)"
3577,115569.0,3.6666666666666665,Nightcrawler (2014)
3578,103.0,3.6666666666666665,Unforgettable (1996)
3579,52241.0,3.6666666666666665,"Lookout, The (2007)"
3580,7208.0,3.6666666666666665,Dr. Jekyll and Mr. Hyde (1941)
3581,988.0,3.6666666666666665,Grace of My Heart (1996)
3582,451.0,3.6666666666666665,Flesh and Bone (1993)
3583,7057.0,3.6666666666666665,"Midsummer Night's Dream, A (1935)"
3584,4956.0,3.6666666666666665,"Stunt Man, The (1980)"
3585,2272.0,3.6666666666666665,One True Thing (1998)
3586,63853.0,3.6666666666666665,Australia (2008)
3587,25940.0,3.6666666666666665,"Lady from Shanghai, The (1947)"
3588,7058.0,3.6666666666666665,Life with Father (1947)
3589,5933.0,3.6666666666666665,Cannery Row (1982)
3590,4589.0,3.6666666666666665,Eddie and the Cruisers (1983)
3591,3266.0,3.6666666666666665,Man Bites Dog (C'est arrivé près de chez vous) (1992)
3592,37736.0,3.6666666666666665,Oliver Twist (2005)
3593,2425.0,3.6666666666666665,"General, The (1998)"
3594,6100.0,3.6666666666666665,"Midsummer Night's Sex Comedy, A (1982)"
3595,7334.0,3.6666666666666665,"Front, The (1976)"
3596,7212.0,3.6666666666666665,I Was a Male War Bride (1949)
3597,3447.0,3.6666666666666665,"Good Earth, The (1937)"
3598,5991.0,3.6666666666666665,Chicago (2002)
3599,184.0,3.6666666666666665,Nadja (1994)
3600,7033.0,3.6666666666666665,"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)"
3601,3444.0,3.6666666666666665,Bloodsport (1988)
3602,4833.0,3.6666666666666665,"Changeling, The (1980)"
3603,861.0,3.6666666666666665,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)
3604,7980.0,3.6666666666666665,"Bridge Too Far, A (1977)"
3605,1916.0,3.6666666666666665,Buffalo '66 (a.k.a. Buffalo 66) (1998)
3606,71518.0,3.6666666666666665,Whip It (2009)
3607,8650.0,3.6666666666666665,Long Day's Journey Into Night (1962)
3608,5391.0,3.6666666666666665,Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001)
3609,8011.0,3.6666666666666665,"Weather Underground, The (2002)"
3610,1909.0,3.6666666666666665,"X-Files: Fight the Future, The (1998)"
3611,5363.0,3.6666666666666665,"New Guy, The (2002)"
3612,8772.0,3.6666666666666665,"Spy Who Came in from the Cold, The (1965)"
3613,4332.0,3.6666666666666665,Suspect (1987)
3614,230.0,3.6666666666666665,Dolores Claiborne (1995)
3615,5548.0,3.6666666666666665,Down and Out in Beverly Hills (1986)
3616,33781.0,3.6666666666666665,Quo Vadis (1951)
3617,6339.0,3.6666666666666665,"Man on the Train (Homme du train, L') (2002)"
3618,6629.0,3.6666666666666665,House of Wax (1953)
3619,5628.0,3.6666666666666665,Wasabi (2001)
3620,90888.0,3.6666666666666665,Immortals (2011)
3621,60766.0,3.6666666666666665,Man on Wire (2008)
3622,4411.0,3.6666666666666665,Sons of Katie Elder (1965)
3623,2749.0,3.6666666666666665,"Morning After, The (1986)"
3624,71542.0,3.6666666666666665,"September Issue, The (2009)"
3625,8183.0,3.6666666666666665,Educating Rita (1983)
3626,90405.0,3.6666666666666665,In Time (2011)
3627,3008.0,3.6666666666666665,Last Night (1998)
3628,2179.0,3.6666666666666665,Topaz (1969)
3629,59387.0,3.6666666666666665,"Fall, The (2006)"
3630,615.0,3.6666666666666665,Bread and Chocolate (Pane e cioccolata) (1973)
3631,5039.0,3.6666666666666665,Dragonslayer (1981)
3632,272.0,3.6666666666666665,"Madness of King George, The (1994)"
3633,269.0,3.6666666666666665,My Crazy Life (Mi vida loca) (1993)
3634,95105.0,3.6666666666666665,Madagascar 3: Europe's Most Wanted (2012)
3635,2370.0,3.6666666666666665,"Emerald Forest, The (1985)"
3636,96606.0,3.6666666666666665,Samsara (2011)
3637,888.0,3.6666666666666665,Land Before Time III: The Time of the Great Giving (1995)
3638,31770.0,3.6666666666666665,Night and the City (1950)
3639,2659.0,3.6666666666666665,It Came from Hollywood (1982)
3640,5440.0,3.6666666666666665,She Wore a Yellow Ribbon (1949)
3641,96751.0,3.6666666666666665,Arbitrage (2012)
3642,4188.0,3.6666666666666665,Hans Christian Andersen (1952)
3643,8607.0,3.6666666666666665,Tokyo Godfathers (2003)
3644,48319.0,3.6666666666666665,Flyboys (2006)
3645,48322.0,3.6666666666666665,Jackass Number Two (2006)
3646,32598.0,3.6666666666666665,Fever Pitch (2005)
3647,8385.0,3.6666666666666665,Lover Come Back (1961)
3648,50442.0,3.6666666666666665,Alpha Dog (2007)
3649,4473.0,3.6666666666666665,Bat*21 (1988)
3650,6270.0,3.6666666666666665,Akira Kurosawa's Dreams (Dreams) (1990)
3651,103688.0,3.6666666666666665,"Conjuring, The (2013)"
3652,62081.0,3.6666666666666665,Eagle Eye (2008)
3653,6245.0,3.6666666666666665,Sweet Charity (1969)
3654,1058.0,3.6666666666666665,Bitter Sugar (Azúcar amarga) (1996)
3655,5707.0,3.6666666666666665,Absence of Malice (1981)
3656,2239.0,3.6666666666666665,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)
3657,25.0,3.663265306122449,Leaving Las Vegas (1995)
3658,1729.0,3.6607142857142856,Jackie Brown (1997)
3659,5010.0,3.6607142857142856,Black Hawk Down (2001)
3660,2763.0,3.660377358490566,"Thomas Crown Affair, The (1999)"
3661,748.0,3.66,"Arrival, The (1996)"
3662,2278.0,3.659090909090909,Ronin (1998)
3663,1810.0,3.65625,Primary Colors (1998)
3664,6953.0,3.65625,21 Grams (2003)
3665,4022.0,3.6553398058252426,Cast Away (2000)
3666,21.0,3.654471544715447,Get Shorty (1995)
3667,6333.0,3.654320987654321,X2: X-Men United (2003)
3668,63062.0,3.6538461538461537,Changeling (2008)
3669,8798.0,3.6538461538461537,Collateral (2004)
3670,4467.0,3.6538461538461537,"Adventures of Baron Munchausen, The (1988)"
3671,7569.0,3.6538461538461537,You Only Live Twice (1967)
3672,5349.0,3.6535087719298245,Spider-Man (2002)
3673,588.0,3.652173913043478,Aladdin (1992)
3674,1393.0,3.650485436893204,Jerry Maguire (1996)
3675,4616.0,3.65,Lean on Me (1989)
3676,60950.0,3.65,Vicky Cristina Barcelona (2008)
3677,82.0,3.65,Antonia's Line (Antonia) (1995)
3678,1914.0,3.65,Smoke Signals (1998)
3679,90866.0,3.65,Hugo (2011)
3680,45672.0,3.65,Click (2006)
3681,3468.0,3.65,"Hustler, The (1961)"
3682,553.0,3.6466666666666665,Tombstone (1993)
3683,2321.0,3.6449275362318843,Pleasantville (1998)
3684,3809.0,3.6447368421052633,What About Bob? (1991)
3685,2929.0,3.642857142857143,Reds (1981)
3686,3984.0,3.642857142857143,Diamonds Are Forever (1971)
3687,352.0,3.642857142857143,Crooklyn (1994)
3688,1103.0,3.642857142857143,Rebel Without a Cause (1955)
3689,91077.0,3.642857142857143,"Descendants, The (2011)"
3690,4857.0,3.642857142857143,Fiddler on the Roof (1971)
3691,7044.0,3.642857142857143,Wild at Heart (1990)
3692,7445.0,3.642857142857143,Man on Fire (2004)
3693,78469.0,3.642857142857143,"A-Team, The (2010)"
3694,50601.0,3.642857142857143,Bridge to Terabithia (2007)
3695,3163.0,3.642857142857143,Topsy-Turvy (1999)
3696,735.0,3.642857142857143,Cemetery Man (Dellamorte Dellamore) (1994)
3697,44022.0,3.642857142857143,Ice Age 2: The Meltdown (2006)
3698,36708.0,3.642857142857143,Family Guy Presents Stewie Griffin: The Untold Story (2005)
3699,33646.0,3.642857142857143,"Longest Yard, The (2005)"
3700,5464.0,3.642857142857143,Road to Perdition (2002)
3701,1277.0,3.642857142857143,Cyrano de Bergerac (1990)
3702,77800.0,3.642857142857143,Four Lions (2010)
3703,3033.0,3.639344262295082,Spaceballs (1987)
3704,381.0,3.638888888888889,When a Man Loves a Woman (1994)
3705,3201.0,3.638888888888889,Five Easy Pieces (1970)
3706,4085.0,3.6384615384615384,Beverly Hills Cop (1984)
3707,282.0,3.6375,Nell (1994)
3708,49286.0,3.6363636363636362,"Holiday, The (2006)"
3709,56788.0,3.6363636363636362,Charlie Wilson's War (2007)
3710,605.0,3.6363636363636362,One Fine Day (1996)
3711,2553.0,3.6363636363636362,Village of the Damned (1960)
3712,2941.0,3.6363636363636362,South Pacific (1958)
3713,4029.0,3.6363636363636362,State and Main (2000)
3714,2802.0,3.6363636363636362,Tequila Sunrise (1988)
3715,40815.0,3.6346153846153846,Harry Potter and the Goblet of Fire (2005)
3716,480.0,3.6335504885993486,Jurassic Park (1993)
3717,2231.0,3.6333333333333333,Rounders (1998)
3718,55276.0,3.6333333333333333,Michael Clayton (2007)
3719,7360.0,3.6315789473684212,Dawn of the Dead (2004)
3720,509.0,3.63125,"Piano, The (1993)"
3721,2064.0,3.630952380952381,Roger & Me (1989)
3722,535.0,3.630434782608696,Short Cuts (1993)
3723,46723.0,3.630434782608696,Babel (2006)
3724,10.0,3.630281690140845,GoldenEye (1995)
3725,2640.0,3.6301369863013697,Superman (1978)
3726,30810.0,3.6296296296296298,"Life Aquatic with Steve Zissou, The (2004)"
3727,1580.0,3.628654970760234,Men in Black (a.k.a. MIB) (1997)
3728,3700.0,3.625,"Brother from Another Planet, The (1984)"
3729,938.0,3.625,Gigi (1958)
3730,205.0,3.625,Unstrung Heroes (1995)
3731,2187.0,3.625,Stage Fright (1950)
3732,3678.0,3.625,"Man with the Golden Arm, The (1955)"
3733,4811.0,3.625,Quadrophenia (1979)
3734,65230.0,3.625,Marley & Me (2008)
3735,33437.0,3.625,Unleashed (Danny the Dog) (2005)
3736,54281.0,3.625,Charlie Bartlett (2007)
3737,1673.0,3.625,Boogie Nights (1997)
3738,78517.0,3.625,Joan Rivers: A Piece of Work (2010)
3739,176.0,3.625,Living in Oblivion (1995)
3740,2364.0,3.625,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)"
3741,3475.0,3.625,"Place in the Sun, A (1951)"
3742,7386.0,3.625,"Ten Commandments, The (1956)"
3743,53956.0,3.625,Death at a Funeral (2007)
3744,69951.0,3.625,"Imaginarium of Doctor Parnassus, The (2009)"
3745,6713.0,3.625,Millennium Actress (Sennen joyû) (2001)
3746,5404.0,3.625,84 Charing Cross Road (1987)
3747,7116.0,3.625,Diabolique (Les diaboliques) (1955)
3748,2344.0,3.625,Runaway Train (1985)
3749,80219.0,3.625,Machete (2010)
3750,4008.0,3.625,Born on the Fourth of July (1989)
3751,73023.0,3.625,Crazy Heart (2009)
3752,2739.0,3.625,"Color Purple, The (1985)"
3753,7040.0,3.625,To Live and Die in L.A. (1985)
3754,4969.0,3.625,And Then There Were None (1945)
3755,26502.0,3.625,"Christmas Carol, A (1984)"
3756,6770.0,3.625,My Life Without Me (2003)
3757,5637.0,3.625,Flirting (1991)
3758,47465.0,3.625,Tideland (2005)
3759,331.0,3.625,Tom & Viv (1994)
3760,4916.0,3.625,Midway (1976)
3761,74795.0,3.625,Green Zone (2010)
3762,2314.0,3.625,Beloved (1998)
3763,112175.0,3.625,How to Train Your Dragon 2 (2014)
3764,52952.0,3.625,This Is England (2006)
3765,1629.0,3.625,"MatchMaker, The (1997)"
3766,27416.0,3.625,Jalla! Jalla! (2000)
3767,1875.0,3.625,Clockwatchers (1997)
3768,37830.0,3.625,Final Fantasy VII: Advent Children (2004)
3769,3169.0,3.625,"Falcon and the Snowman, The (1985)"
3770,8596.0,3.625,Revenge of the Pink Panther (1978)
3771,4881.0,3.619047619047619,"Man Who Wasn't There, The (2001)"
3772,1967.0,3.619047619047619,Labyrinth (1986)
3773,357.0,3.6188811188811187,Four Weddings and a Funeral (1994)
3774,224.0,3.6184210526315788,Don Juan DeMarco (1995)
3775,440.0,3.618279569892473,Dave (1993)
3776,507.0,3.6176470588235294,"Perfect World, A (1993)"
3777,147.0,3.6176470588235294,"Basketball Diaries, The (1995)"
3778,41285.0,3.6176470588235294,Match Point (2005)
3779,1923.0,3.616,There's Something About Mary (1998)
3780,339.0,3.615740740740741,While You Were Sleeping (1995)
3781,5400.0,3.6153846153846154,"Sum of All Fears, The (2002)"
3782,3668.0,3.6153846153846154,Romeo and Juliet (1968)
3783,6188.0,3.6153846153846154,Old School (2003)
3784,3911.0,3.6153846153846154,Best in Show (2000)
3785,52604.0,3.6153846153846154,Fracture (2007)
3786,2398.0,3.6129032258064515,Miracle on 34th Street (1947)
3787,2167.0,3.6120689655172415,Blade (1998)
3788,36517.0,3.611111111111111,"Constant Gardener, The (2005)"
3789,1594.0,3.611111111111111,In the Company of Men (1997)
3790,3980.0,3.611111111111111,Men of Honor (2000)
3791,95510.0,3.611111111111111,"Amazing Spider-Man, The (2012)"
3792,102445.0,3.611111111111111,Star Trek Into Darkness (2013)
3793,46322.0,3.611111111111111,Jet Li's Fearless (Huo Yuan Jia) (2006)
3794,3253.0,3.611111111111111,Wayne's World (1992)
3795,973.0,3.611111111111111,Meet John Doe (1941)
3796,7076.0,3.611111111111111,Bullitt (1968)
3797,52975.0,3.611111111111111,Hairspray (2007)
3798,3087.0,3.609375,Scrooged (1988)
3799,2193.0,3.609090909090909,Willow (1988)
3800,36529.0,3.608695652173913,Lord of War (2005)
3801,3844.0,3.607142857142857,Steel Magnolias (1989)
3802,2375.0,3.607142857142857,"Money Pit, The (1986)"
3803,2700.0,3.60625,"South Park: Bigger, Longer and Uncut (1999)"
3804,594.0,3.6055555555555556,Snow White and the Seven Dwarfs (1937)
3805,1302.0,3.6052631578947367,Field of Dreams (1989)
3806,39292.0,3.6052631578947367,"Good Night, and Good Luck. (2005)"
3807,4848.0,3.6037735849056602,Mulholland Drive (2001)
3808,627.0,3.6,"Last Supper, The (1995)"
3809,5941.0,3.6,Drumline (2002)
3810,4353.0,3.6,Uncommon Valor (1983)
3811,8959.0,3.6,Birth (2004)
3812,2185.0,3.6,I Confess (1953)
3813,64716.0,3.6,Seven Pounds (2008)
3814,270.0,3.6,Love Affair (1994)
3815,1056.0,3.6,Jude (1996)
3816,2843.0,3.6,"Black Cat, White Cat (Crna macka, beli macor) (1998)"
3817,3989.0,3.6,One Day in September (1999)
3818,1464.0,3.6,Lost Highway (1997)
3819,7324.0,3.6,Hidalgo (2004)
3820,4000.0,3.6,"Bounty, The (1984)"
3821,3763.0,3.6,F/X (1986)
3822,4443.0,3.6,Outland (1981)
3823,956.0,3.6,Penny Serenade (1941)
3824,1498.0,3.6,Inventing the Abbotts (1997)
3825,51709.0,3.6,"Host, The (Gwoemul) (2006)"
3826,34532.0,3.6,"Skeleton Key, The (2005)"
3827,6954.0,3.6,"Barbarian Invasions, The (Les invasions barbares) (2003)"
3828,2983.0,3.6,"Ipcress File, The (1965)"
3829,1966.0,3.6,Metropolitan (1990)
3830,44788.0,3.6,This Film Is Not Yet Rated (2006)
3831,104841.0,3.6,Gravity (2013)
3832,60487.0,3.6,"It's the Great Pumpkin, Charlie Brown (1966)"
3833,3461.0,3.6,Lord of the Flies (1963)
3834,2150.0,3.6,"Gods Must Be Crazy, The (1980)"
3835,31184.0,3.6,Appleseed (Appurushîdo) (2004)
3836,98961.0,3.6,Zero Dark Thirty (2012)
3837,358.0,3.6,Higher Learning (1995)
3838,907.0,3.6,"Gay Divorcee, The (1934)"
3839,6367.0,3.6,Down with Love (2003)
3840,638.0,3.6,Jack and Sarah (1995)
3841,123.0,3.6,Chungking Express (Chung Hing sam lam) (1994)
3842,2712.0,3.5984848484848486,Eyes Wide Shut (1999)
3843,1343.0,3.597826086956522,Cape Fear (1991)
3844,5903.0,3.5972222222222223,Equilibrium (2002)
3845,47610.0,3.5945945945945947,"Illusionist, The (2006)"
3846,3524.0,3.59375,Arthur (1981)
3847,280.0,3.5925925925925926,Murder in the First (1995)
3848,8636.0,3.5925925925925926,Spider-Man 2 (2004)
3849,3499.0,3.5925925925925926,Misery (1990)
3850,52328.0,3.590909090909091,Sunshine (2007)
3851,5650.0,3.590909090909091,Strange Brew (1983)
3852,3635.0,3.590909090909091,"Spy Who Loved Me, The (1977)"
3853,2572.0,3.5901639344262297,10 Things I Hate About You (1999)
3854,368.0,3.588607594936709,Maverick (1994)
3855,1678.0,3.588235294117647,"Joy Luck Club, The (1993)"
3856,2565.0,3.588235294117647,"King and I, The (1956)"
3857,838.0,3.5875,Emma (1996)
3858,64957.0,3.5869565217391304,"Curious Case of Benjamin Button, The (2008)"
3859,5816.0,3.5869565217391304,Harry Potter and the Chamber of Secrets (2002)
3860,6323.0,3.586206896551724,Identity (2003)
3861,5956.0,3.585714285714286,Gangs of New York (2002)
3862,1339.0,3.5851063829787235,Dracula (Bram Stoker's Dracula) (1992)
3863,3682.0,3.5833333333333335,Magnum Force (1973)
3864,65682.0,3.5833333333333335,Underworld: Rise of the Lycans (2009)
3865,52.0,3.5833333333333335,Mighty Aphrodite (1995)
3866,7018.0,3.5833333333333335,Presumed Innocent (1990)
3867,102125.0,3.5833333333333335,Iron Man 3 (2013)
3868,4047.0,3.5833333333333335,Gettysburg (1993)
3869,3831.0,3.5833333333333335,Saving Grace (2000)
3870,51080.0,3.5833333333333335,Breach (2007)
3871,80126.0,3.5833333333333335,"American, The (2010)"
3872,5312.0,3.5833333333333335,Murder by Numbers (2002)
3873,71264.0,3.5833333333333335,Cloudy with a Chance of Meatballs (2009)
3874,95088.0,3.5833333333333335,Safety Not Guaranteed (2012)
3875,8957.0,3.5833333333333335,Saw (2004)
3876,1129.0,3.5833333333333335,Escape from New York (1981)
3877,112556.0,3.5833333333333335,Gone Girl (2014)
3878,1611.0,3.5833333333333335,My Own Private Idaho (1991)
3879,27788.0,3.5833333333333335,"Jacket, The (2005)"
3880,151.0,3.5833333333333335,Rob Roy (1995)
3881,4699.0,3.5833333333333335,Original Sin (2001)
3882,5812.0,3.5833333333333335,Far from Heaven (2002)
3883,5500.0,3.5833333333333335,Top Secret! (1984)
3884,5679.0,3.5813953488372094,"Ring, The (2002)"
3885,1517.0,3.5806451612903225,Austin Powers: International Man of Mystery (1997)
3886,2915.0,3.5806451612903225,Risky Business (1983)
3887,3300.0,3.58,Pitch Black (2000)
3888,45722.0,3.58,Pirates of the Caribbean: Dead Man's Chest (2006)
3889,6218.0,3.5795454545454546,Bend It Like Beckham (2002)
3890,3203.0,3.5789473684210527,Dead Calm (1989)
3891,3556.0,3.5789473684210527,"Virgin Suicides, The (1999)"
3892,4128.0,3.578125,"Lost Boys, The (1987)"
3893,3219.0,3.576923076923077,Pacific Heights (1990)
3894,921.0,3.576923076923077,My Favorite Year (1982)
3895,350.0,3.5737704918032787,"Client, The (1994)"
3896,2366.0,3.573529411764706,King Kong (1933)
3897,4017.0,3.5714285714285716,Pollock (2000)
3898,1306.0,3.5714285714285716,Until the End of the World (Bis ans Ende der Welt) (1991)
3899,2102.0,3.5714285714285716,Steamboat Willie (1928)
3900,74545.0,3.5714285714285716,"Ghost Writer, The (2010)"
3901,37857.0,3.5714285714285716,MirrorMask (2005)
3902,2171.0,3.5714285714285716,Next Stop Wonderland (1998)
3903,3197.0,3.5714285714285716,"Presidio, The (1988)"
3904,8973.0,3.5714285714285716,Bad Education (La mala educación) (2004)
3905,79134.0,3.5714285714285716,Grown Ups (2010)
3906,2353.0,3.5714285714285716,Enemy of the State (1998)
3907,4291.0,3.5714285714285716,Nine to Five (a.k.a. 9 to 5) (1980)
3908,3361.0,3.5714285714285716,Bull Durham (1988)
3909,27815.0,3.5714285714285716,"Chorus, The (Choristes, Les) (2004)"
3910,943.0,3.5714285714285716,"Ghost and Mrs. Muir, The (1947)"
3911,1672.0,3.5714285714285716,"Rainmaker, The (1997)"
3912,175.0,3.5681818181818183,Kids (1995)
3913,48385.0,3.566666666666667,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)
3914,1226.0,3.566666666666667,"Quiet Man, The (1952)"
3915,27808.0,3.566666666666667,Spanglish (2004)
3916,1297.0,3.566666666666667,Real Genius (1985)
3917,353.0,3.5632183908045976,"Crow, The (1994)"
3918,88129.0,3.5625,Drive (2011)
3919,8966.0,3.5625,Kinsey (2004)
3920,4464.0,3.5625,"Accidental Tourist, The (1988)"
3921,8014.0,3.5625,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)"
3922,7649.0,3.5625,Babylon 5: In the Beginning (1998)
3923,2178.0,3.5625,Frenzy (1972)
3924,106100.0,3.5625,Dallas Buyers Club (2013)
3925,5528.0,3.5625,One Hour Photo (2002)
3926,2433.0,3.5625,"Civil Action, A (1998)"
3927,4079.0,3.5625,Amazon Women on the Moon (1987)
3928,4304.0,3.5625,Startup.com (2001)
3929,1476.0,3.5625,Private Parts (1997)
3930,2096.0,3.5625,Sleeping Beauty (1959)
3931,1099.0,3.5625,"Christmas Carol, A (1938)"
3932,2527.0,3.56,Westworld (1973)
3933,2672.0,3.5588235294117645,"Thirteenth Floor, The (1999)"
3934,52973.0,3.557142857142857,Knocked Up (2007)
3935,4002.0,3.557142857142857,"Planes, Trains & Automobiles (1987)"
3936,2263.0,3.5555555555555554,"Seventh Sign, The (1988)"
3937,5267.0,3.5555555555555554,"Rookie, The (2002)"
3938,2877.0,3.5555555555555554,Tommy (1975)
3939,3555.0,3.5555555555555554,U-571 (2000)
3940,3204.0,3.5555555555555554,"Boys from Brazil, The (1978)"
3941,8640.0,3.5555555555555554,King Arthur (2004)
3942,3251.0,3.5555555555555554,Agnes of God (1985)
3943,3769.0,3.5555555555555554,Thunderbolt and Lightfoot (1974)
3944,3788.0,3.5555555555555554,Blow-Up (Blowup) (1966)
3945,422.0,3.5555555555555554,Blink (1994)
3946,785.0,3.5543478260869565,Kingpin (1996)
3947,165.0,3.554140127388535,Die Hard: With a Vengeance (1995)
3948,2355.0,3.553719008264463,"Bug's Life, A (1998)"
3949,45720.0,3.5526315789473686,"Devil Wears Prada, The (2006)"
3950,2087.0,3.5526315789473686,Peter Pan (1953)
3951,1057.0,3.5526315789473686,Everyone Says I Love You (1996)
3952,3591.0,3.5526315789473686,Mr. Mom (1983)
3953,54272.0,3.5517241379310347,"Simpsons Movie, The (2007)"
3954,3740.0,3.5517241379310347,Big Trouble in Little China (1986)
3955,1034.0,3.55,Freeway (1996)
3956,2497.0,3.55,Message in a Bottle (1999)
3957,1173.0,3.55,"Cook the Thief His Wife & Her Lover, The (1989)"
3958,87306.0,3.55,Super 8 (2011)
3959,7001.0,3.55,Invasion of the Body Snatchers (1978)
3960,51086.0,3.55,"Number 23, The (2007)"
3961,1422.0,3.55,Murder at 1600 (1997)
3962,1965.0,3.546875,Repo Man (1984)
3963,454.0,3.5454545454545454,"Firm, The (1993)"
3964,2013.0,3.5434782608695654,"Poseidon Adventure, The (1972)"
3965,45.0,3.5425531914893615,To Die For (1995)
3966,380.0,3.542079207920792,True Lies (1994)
3967,491.0,3.5416666666666665,"Man Without a Face, The (1993)"
3968,3994.0,3.5416666666666665,Unbreakable (2000)
3969,5015.0,3.5416666666666665,Monster's Ball (2001)
3970,261.0,3.5405405405405403,Little Women (1994)
3971,1721.0,3.5405405405405403,Titanic (1997)
3972,3020.0,3.5405405405405403,Falling Down (1993)
3973,4844.0,3.5384615384615383,Bandits (2001)
3974,55269.0,3.5384615384615383,"Darjeeling Limited, The (2007)"
3975,48082.0,3.5384615384615383,"Science of Sleep, The (La science des rêves) (2006)"
3976,80489.0,3.5384615384615383,"Town, The (2010)"
3977,4489.0,3.5384615384615383,Coming to America (1988)
3978,8622.0,3.5375,Fahrenheit 9/11 (2004)
3979,4734.0,3.537037037037037,Jay and Silent Bob Strike Back (2001)
